% K_lin=8.035300  p_cw=[-2.695200 31.026600 -64.676800]  p_ccw=[2.343300 4.917800 -23.132900]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0000000000         0.0000000000 26540817769720921505747255606871017176497468970213173776828944735041693593632768.0000000000         0.0000000000         4.5953947000         0.4595394700         2.9696287938
        0.0000000000         0.0000000000 37814267648359952467924619252575103431076228978399583429575283285717433838469120.0000000000         0.0000000000         4.6004173000         0.4600417300         2.9698975183
        0.0000000000         0.0000000000 26233923501885141653734662048480599271036667751555342021025078632204022000386048.0000000000         0.0000000000         4.6054956000         0.4605495600         2.9701692494
        0.0000000000         0.0000000000 26538782361901454308666227190656577990145766345305421903025984251807770007830528.0000000000         0.0000000000         4.6103858000         0.4610385800         2.9704309405
        0.0000000000         0.0000000000 25691600397234915856797760899623627326704197512962587026255377427666003721977856.0000000000         0.0000000000         4.6154140000         0.4615414000         2.9707000422
        0.0000000000         0.0000000000 27751885421455244666548095165457160629671672611483722563305107246183362133491712.0000000000         0.0000000000         4.6203938000         0.4620393800         2.9709665792
        0.0000000000         0.0000000000 26083981793510802160484784898380496557846972615046081584651601061581261312622592.0000000000         0.0000000000         4.6253869000         0.4625386900         2.9712338537
        0.0000000009         0.0000000000 26083303324108551110587402408281818980127505735125918722272107781624043910725632.0000000000         0.0000000000         4.6304098000         0.4630409800         2.9715027492
        0.0000000170         0.0000000000 26569765792036148042936587555578272563011072010589442043181239881273913290784768.0000000000         0.0000000000         4.6353867000         0.4635386700         2.9717692078
        0.0000012663         0.0000000000 26566825758520146186828823834163640510545367736520403223044124430332453749522432.0000000000         0.0000000000         4.6404024000         0.4640402400         2.9720377695
        0.0089101065         0.0000000000 33046437911457010816831647485534278459277969467088493955580430625972147726581760.0000000000         0.0000000000         4.6453866000         0.4645386600         2.9723046702
        0.6015435450         0.0000000000 36100454264914827382583498927419409332537817338510614547325204642829885633462272.0000000000         0.0000000000         4.6504421000         0.4650442100         2.9725754151
        0.0000000000         0.0000000000 31440727301975704537118342461279517327894937322979768729384101433191031971512320.0000000000         0.0000000000         4.6554643000         0.4655464300         2.9728444028
        0.0000000000         0.0000000000 29686658072731080744837812595698283831703161588437700523377114918630081114931200.0000000000         0.0000000000         4.6604373000         0.4660437300         2.9731107809
        0.0000000000         0.0000000000 26847938193962036778453695533735904930545235428992404494687351563447354666254336.0000000000         0.0000000000         4.6654416000         0.4665441600         2.9733788613
        0.0000000000         0.0000000000 30323966875860658498129748662024021570226886927892863999143477286037174192439296.0000000000         0.0000000000         4.6703949000         0.4670394900         2.9736442352
        0.0000000000         0.0000000000 34168173775290259314777431173718757040884714751862780642943069833938315176312832.0000000000         0.0000000000         4.6753881000         0.4675388100         2.9739117722
        0.0000000000         0.0000000000 25976783647406053267151692452928154196275925260879476211434582304234013586358272.0000000000         0.0000000000         4.6805588000         0.4680558800         2.9741888469
        0.0000000000         0.0000000000 35212564146258696179345876925383133038889994149263404733387700752161631876677632.0000000000         0.0000000000         4.6854898000         0.4685489800         2.9744531029
        0.0000000000         0.0000000000 34599680236213006586637823241528187097506650501023049559100355060542181979717632.0000000000         0.0000000000         4.6904013000         0.4690401300         2.9747163388
        0.0000000000         0.0000000000 30777636664930685533411370302724106439936608051195378431109966536658883214049280.0000000000         0.0000000000         4.6954156000         0.4695415600         2.9749851101
