% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 5
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
32.7800000000        -1.8049984350        -15.0412324587       -15.2847709665      
32.7850000000        -1.8037491400        -15.0308219585       -15.0454165993      
32.7900000000        -1.8024982250        -15.0203979587       -15.0986064586      
32.7950000000        -1.8012489850        -15.0099879169       -15.1650937829      
32.8000000000        -1.7999984500        -14.9995670837       -15.2714735016      
32.8050000000        -1.7987489800        -14.9891551252       -15.1384988532      
32.8100000000        -1.7974981550        -14.9787318754       -15.1916887125      
32.8150000000        -1.7960600900        -14.9667483360       -14.9656318102      
32.8200000000        -1.7949874000        -14.9578095030       -14.9656318102      
32.8250000000        -1.7937492600        -14.9474919585       -15.2581760368      
32.8300000000        -1.7924989900        -14.9370733336       -15.0188216696      
32.8350000000        -1.7912425800        -14.9266035434       -15.0055242047      
32.8400000000        -1.7899991650        -14.9162420419       -15.0720115290      
32.8450000000        -1.7887492050        -14.9058260002       -15.0454165993      
32.8500000000        -1.7874991050        -14.8954087919       -14.9523343453      
32.8550000000        -1.7862492550        -14.8849936668       -14.8991444860      
32.8600000000        -1.7849990450        -14.8745755419       -14.8725495563      
32.8650000000        -1.7837489200        -14.8641581253       -14.9124419508      
32.8700000000        -1.7824952400        -14.8537110845       -15.0587140641      
32.8750000000        -1.7810805750        -14.8419225395       -15.1384988532      
32.8800000000        -1.7799988150        -14.8329081253       -14.9257394156      
32.8850000000        -1.7787416100        -14.8224317103       -15.1119039235      
32.8900000000        -1.7774990950        -14.8120777085       -14.9922267399      
32.8950000000        -1.7762488850        -14.8016595836       -14.9124419508      
32.9000000000        -1.7749992400        -14.7912461668       -14.9656318102      
32.9050000000        -1.7737486650        -14.7808250003       -15.0188216696      
32.9100000000        -1.7724989900        -14.7704113336       -14.9789292750      
32.9150000000        -1.7712490750        -14.7599956669       -14.8592520914      
32.9200000000        -1.7699821900        -14.7494385875       -14.9789292750      
32.9250000000        -1.7687482350        -14.7391559171       -14.8858470211      
32.9300000000        -1.7674990200        -14.7287460836       -14.9257394156      
32.9350000000        -1.7662488850        -14.7183285836       -14.8060622320      
32.9400000000        -1.7649755350        -14.7077176307       -14.7528723727      
32.9450000000        -1.7637491750        -14.6974982502       -15.0055242047      
32.9500000000        -1.7624714750        -14.6868510483       -14.8592520914      
32.9550000000        -1.7612487550        -14.6766620003       -14.6996825133      
32.9600000000        -1.7599962250        -14.6662245426       -14.9124419508      
32.9650000000        -1.7587488550        -14.6558300836       -14.8725495563      
32.9700000000        -1.7574989350        -14.6454143752       -14.8592520914      
32.9750000000        -1.7562487950        -14.6349968336       -14.7927647672      
